Sentence,Tag
어려움에 부딪쳤을 때도 포기하지 않고 노력하며 무언가를 이루어나가는 것의 중요성을 깨닫게 해주셨습니다,O O O O O O O O O O O O
그분의 가르침은 나를 더 강하고 힘있게 만들었습니다,O O O O O O O
그 결과 나는 스승님의 지도 아래서 내 자신을 더 깊게 이해하게 받아들일 수 있는 방법을 배웠습니다,O O O O O WR-B  O O O O WR-B  O O O O O
나의 불안과 두려움을 이겨내며 새로운 도전에 나서게 되었습니다,O O O O O O O O
스승님의 지지 덕분에 나는 고3의 어려운 시기를 이겨내고 대학생활과 새로운 여정을 시작할 수 있었습니다,O O O O O O O O O O O O O O
마지막으로 그 스승님께 진심으로 감사의 마음을 전하고 싶습니다,O O O O O WR-B  O O
그분의 따뜻한 관심과 격려 덕분에 제가 겪은 어려움을 극복하고 성장할 수 있었습니다,O O O O O O O O O O O O
그분의 가르침은 제 삶의 중요한 지표가 되었으며 그분의 영향을 받아 제가 지금까지 갖추게 된 긍정적인 태도와 자신감은 영원히 지속될 것입니다,O O O O O O O O O O O O O O O O O O O O
존경하는 청중 여러분 이 자리를 빌어 그 스승님께 감사의 말씀을 전하고자 합니다,O O O O O O O O O O O O
어린시절 가장 중요한 시기에 감당할 수 없는 무게를 선생님의 지지와 격려 덕분에 제가 어려운 시기를 극복하고 더 나은 미래를 향해 나아갈 수 있었습니다,O O O O O O O O O O O O O O O O O O O O O O O
또한 선생님의 도움으로 제 자신을 믿고 네 미래의 꿈을 향해 도전하고 나갈 수 있었습니다,O O O O O O O O O O O O O O
나도 선생님께서 저를 지도하신 것처럼 후배들을 위해 진정성을 가르치고 위로와 격려를 할 수 있도록 하겠습니다,O O O O O O O O WR-B  O O O O O O
그리고 그분의 가르침을 토대로 끊임없이 노력하며 발전하고자 하는 저의 결심을 다시 한번 공유하고자 합니다,O O O O O O O O O O O O O O
감사합니다,O
안녕하세요 여러분 오늘은 제가 고3 시절의 힘들고  불안했던  사춘기를 겪으면서  지도와   격려로  나를 이끌어준 스승님에 대한 이야기를 나누고자 합니다,O O O O O O O WR-B  O O WR-B  WR-B  O O O O O O O
이  기간에  저의 삶에서 중요한 변화와 성장이 시작되었던 시기이며 그 불안한 마음을 진정시켜주신  분들에  대한 감사의 마음을 공유하고자 합니다,O WR-B  O O O O O O O O O O O WR-B  O O O O O
고3은 많은  이들에게  앞으로의 미래를 결정짓는 중요한 시기입니다,O O WR-B  O O O O O
그리고 이런 변화와 불안이 있는 시기에 사춘기의 감정이  더해지면  정말 어려운 시기였습니다,O O O O O O O O WR-B  O O O
나는 새로운 환경과 미래에 대한 불안감으로 가득차 있었고 자신의 능력과 선택이 맞는지를  계속  의심하게 되었습니다,O O O O O O O O O O O O WR-B  O O
"학교에서의 공부와 시험, 대학입시 준비는 물론 친구와의 관계,  자아와의 자아와의  갈등 등 다양한 압박이 있었습니다",O O O O O O O O REP-B  O O O O O O
그런  환경  속에서 나는 자신을 찾지 못하고 무엇을  더  해야할지 갈피를  못 잡는 상황이었습니다 못 잡는 상태였습니다,O WR-B  O O O O O O WR-B  O O REP-B  O O O O O
이러한 감정은 나를 힘들게 했고 더 나아가는 방향을 찾기 어려웠습니다,O O O O O O O O O O
그런 어려운 시기에 나를 격려하고 지도해  주신  분이 바로 제 스승님이었습니다,O O O O O O WR-B  O O O O
그 분은 나의 불안한 마음을 눈치채고 나를  지지해   주고  이끌어주셨습니다,O O O O O O O WR-B  WR-B  O
그 분은  따스한  손길로 나를 단호하게 안아주셨고 그 손길은 마치 나의 내적 평온을 되찾아주는 것처럼 느껴졌습니다,O O WR-B  O O O O O O O O O O O O O
스승님은 나의 어려움과 갈피를 못 잡는 마음을 이해해주셨습니다,O O O O O O O O
그 분은 나와의 대화를 통해 내면의 감정을 털어놓고  음  나를 돕는 방법을  알려주었습니다,O O O O O O O O  FIL-B  O O O WR-B
그분에게 그 분의  고마운 가르침은 나에게 큰 용기와 희망을 주었습니다,REP-B  O O O O O O O O O
그리고 나를 더  나아가게  만들어주는 과정을 시작할 수 있게 해주셨습니다,O O O WR-B  O O O O O O
스승님의 지도 아래서 저는 더 나은 방향으로 나아가는 법을 배우게 되었습니다,O O O O O O O O O O O
그 분은 나에게 불안하다고 느껴도 괜찮아라고 말씀하셨습니다,O O O O O O O
이 말은  음  나에게 자신을 받아들이고 어려운 감정을 허용하는 법을 가르쳐 주었습니다,O O  FIL-B  O O O O O O O O O
또한 당신은 충분히 할 수 있어라는  말을  나의 자신감을 회복시키는데 큰 도움이 되었습니다,O O O O O O WR-B  O O O O O O
그 분은 또한 나에게 끊임없이 노력하고 긍정적인 마인드를 갖는 법을 가르쳐  주었습니다,O O O O O O O O O O O WR-B
어려움에  부딪혔뜰 부딪혔을   때에도  포기하지 않고 노력하며 무언가를  이루어 나가는 것은 이루어 나가는 것의  중요성을 깨닫게 해주셨습니다,O REP-B  O WR-B  O O O O REP-B  O O O O O O O O
그분의 가르침은 나를 더 강하고 힘있게 만들었습니다,O O O O O O O
그 결과 나는 스승님의 지도 아래에서 내 자신을 더 깊게 이해하고 받아들일 수 있는  법을  배웠습니다,O O O O O O O O O O O O O O WR-B  O
나의 불안과 두려움을 이겨내며 새로운  도전을   나가게  되었습니다,O O O O O WR-B  WR-B  O
스승님의 지지 덕분에 나는 고3의 어려운 시기를 이겨내고  대학생활 대학생활과  새로운 여정을 시작할 수 있었습니다,O O O O O O O O REP-B  O O O O O O
음  마지막으로 그 스승님께 진심으로 감사의 말씀을 전하고 싶습니다,FIL-B  O O O O O O O O
그분의 따뜻한 관심과 격려 덕분에 제가 겪은 어려움을 극복하고 성장할 수 있었습니다,O O O O O O O O O O O O
그분의 가르침은 제 삶의 중요한 지표가 되었으며 그분의 영향을 받아 제가 지금까지 갖추게 된 긍정적인 태도와 자신감은 영원히 지속될 것입니다,O O O O O O O O O O O O O O O O O O O O
존경하는 청중 여러분 이 자리를 빌어 그 스승님께 감사의 말씀을 전하고자 합니다,O O O O O O O O O O O O
어린시절 가장 중요한 시기에 감당할 수 없는 무게를  선생님의 지지와 선생님의 지지와  격려 덕분에 제가 어려운 시기를 극복하고 더 나은 미래를 향해 나아갈 수 있었습니다,O O O O O O O O REP-B  O O O O O O O O O O O O O O O O
또한 선생님의 도움으로 제 자신을 믿고 네 미래의 꿈을 향해 도전하고  나아갈  수 있었습니다,O O O O O O O O O O O WR-B  O O
나도 선생님께서 저를  지도해주신 지도하신  것처럼  후배들에게   진정 진정성을  가지고 위로와 격려를 할 수 있도록 하겠습니다,O O O REP-B  O O WR-B  REP-B  O O O O O O O O
그리고 그분의 가르침을 토대로 끊임없이  노력하면  발전하고자 하는 저의 결심을 다시 한번 공유하고자 합니다,O O O O O WR-B  O O O O O O O O
감사합니다,O
가정방 가정 형편이 어려운 환경에서 노래를 할 수 있게 도와주신 스승님에 대한 이야기를 나누고자 합니다,REP-B  O O O O O O O O O O O O O O
저는 시골의 가난한 가정에서 태어나고 자랐습니다,O O O O O O
제가 자란 어린시절은 대부분이 가난하였지만 저희 가정은 특히 형편이 어려웠습니다,O O O O O O O O O O
그런 가정에서 제가 좋아하는 노래를 한다는 것은 결코 쉬운 일이 아니었습니다,O O O O O O O O O O O
그런 제게 선생님은 제게 희생과 노력의 중요 중요성을 가르쳐 주시며 음악을 통해 어려운 상황을 극복하고 자신을 발전시킬 수 있는 기회를 주셨습니다,O O O O O O REP-B  O O O O O O O O O O O O O O
이 모든 경험을 통해 얻은 교훈과 감사의 마음을 공유하고자 합니다,O O O O O O O O O O
제 어린 시절 가정의 경제적인 어려움으로 인해 음악을 배우고 발전시키는 것이 어려웠습니다,O O O O O O O O O O O O
하지만 그런 상황에서도 제 꿈을 포기하지 않기로 결심한 제게 나타난 것이 선생님이었습니다,O O O O O O O O O O O O
선생님은 제게 음악을 사랑하며 열심히 배우는 중요성을 가르쳐 주셨습니다,O O O O O O O O O
선생님의 열정적인 가르침 덕분에 저는 노래에 대한 열망을 더욱 강렬하게 느끼게 되었습니다,O O O O O O O O O O O O
그 선생님은 뿌리 깊은 인내와 노력을 보여 주셨습니다,O O O O O O O O
가정 환경이 힘들더라도 포기하지 않고 노력하며 꾸준히 음악을 배워 나가는 것의 중요성을 알려 주셨습니다,O O O O O O O O O O O O O O
그 선생님의 끈기와 인내는 저에게 큰 영감을 주었으며 어려움을 극복하고 목표를 향해 나아가는데 도움이 되었습니다,O O O O O O O O O O O O O O O
무엇보다도 그 선생님은 제게 자신을 믿고 노래를 표현하는 방법을 배우는 기회를 주셨습니다,O O O O O O O O O O O O
선생님의 도움으로 저는 음악을 통해 내면의 감정과 이야기를 표현하는 법을 익힐 수 있었습니다,O O O O O O O O O O O O O
그 결과 노래를 통해 제 감정을 해방시키고 자유롭게 표현할 수 있는 능력을 갖게 되었습니다,O O O O O O O O O O O O O O
그 선생님은 또한 저에게 자신을 믿고 무엇이든 시도해보라는 용기를 줬습니다,O O O O O O O O O O
어려운 환경에서도 노래를 통해 자신을 발전시키고 꿈을 키울 수 있는 가능성을 보여 주셨습니다,O O O O O O O O O O O O O
선생님의 지지와 격려 덕분에 저는 자신을 믿고 노래하는 데 자신감을 갖게 되었고 더 나아가 음악을 통해 세상을 세상에 기여할 수 있는 방법을 찾아 나아갈 수 있었습니다,O O O O O O O O O O O O O O O O REP-B  O O O O O O O O O
마지막으로 선생님께 진심으로 감사의 말씀을 전하고 싶습니다,O O O O O O O
그 분의 무한한 인내와 지도 덕분에 저는 어려운 환경에서도 노래를 통해 자신을 표현하고 발전시킬 수 있는 기회를 얻을 수 있었습니다,O O O O O O O O O O O O O O O O O O O O
선생님의 가르침은 제 삶의 중요한 지표가 되었으며 음악을 통해 얻은 경험과 감사의 마음은 영원히 지속될 것입니다,O O O O O O O O O O O O O O O O
존경하는 청중 여러분 이 자리를 빌어 서 그 선생님께 감사의 말씀을 전하고자 합니다,O O O O O O REP-B  O O O O O O
요즈음 교권의 실추로 인하여 여러 가지 사회적인 이슈가 많은 시기입니다,O O O O O O O O O O
하지만 가난한 어린시절 환경적인 이유로 미래의 꿈을 포기 하려고 했던 시절에 꿈과 희망을 주시고 지속적인 지도로 오늘날의 나를 이룰 수 있도록 도와 주신 선생님의 은혜를 잊을 수 없습니다,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
그 선생님의 지지와 가르침 덕분에 저는 어려운 가정 환경에서도 노래를 통해 자신을 표현하고 성장할 수 있는 기회를 얻을 수 있었습니다,O O O O O O O O O O O O O O O O O O O O
이러한 경험을 통해 제가 얻은 인생의 보람과 가치를 다시 한 번 나누고자 합니다,O O O O O O O O O O O O O
감사합니다,O
가정형편이 어려운 환경에서  음   노래  할 수 있게 도와주신 스승님에 대한 이야기를 나누고자 합니다,O O O  FIL-B  WR-B  O O O O O O O O O
음  저는 시골의 가난한 가정에서 태어나고 자랐습니다,FIL-B  O O O O O O
어  제가  어  자란 어린 시절은 대부분이  어  가난하였지만 저희 가정은 특히 형편이 어려웠습니다,FIL-B  O  FIL-B  O O O O  FIL-B  O O O O O O
어 그런 가정에서 제가 좋아하는 노래를 한다는 것은 결코 쉬운 일이 아니었습니다,O O O O O O O O O O O O
어  그런 제게 선생님은      희생과  어  노력의 중요성을 가르쳐 오마이갓 가르쳐 어디냐 중요성을 가르쳐 주시며 음악을 통해 어려운 상황을 극복하고 자신을 발전시킬 수 있는 기회를 주셨습니다,FIL-B  O O O WR-B  O  FIL-B  O REP-B  O O O O O O O O O O O O O O O O O O
"이 모든 경험을 통해,  경험을 통해 잠깐만  얻은 교훈과 감사의 마음을  공유하자 공유하고자  합니다",O O O O O O WR-B  O O O O REP-B  O O
제 어린 시절 제 어린시절  가정의 경제적인 어려움으로 인해 음악을 배우고 발전시키는 것이 어려웠습니다,REP-B  O O O O O O O O O O O O O
엄  하지만 그런 상황에서도 제  어  꿈을 포기하지 않기로 결심한 제게 나타난 것이 선생님이었습니다,FIL-B  O O O O  FIL-B  O O O O O O O O
어  선생님은 제게 음악을 사랑하며 열심히 배우는 중요성을 가르쳐 주셨습니다,FIL-B  O O O O O O O O O
선생님의 열정적인 가르침 덕분에 저는 노래에 대한  어  열망을 더욱 강렬하게 느끼게 되었습니다,O O O O O O O  FIL-B  O O O O O
음  그 선생님은 뿌리  같은  인내와 노력을 보여 주셨습니다,FIL-B  O O O WR-B  O O O O
어  가정 환경이  힘들 힘들더라도  포기하지 않고  노력하여  꾸준히 음악을 배워 나가는 것의 중요성을 알려 주셨습니다,FIL-B  O O REP-B  O O O WR-B  O O O O O O O O
어  그  선생님이   음   끈기의 끈기와  인내는  어  저에게 큰  영광을  주었으며  어려움을 극복하고  엄  어려움을 극복하고  목표를 향해 나아가는데 도움이 되었습니다,FIL-B  O WR-B   FIL-B  REP-B  O O  FIL-B  O O WR-B  O REP-B  O  FIL-B  O O O O O O O
음  무엇보다도 그 선생님은 제게  어  자신을 믿고  노래하는 노래를  표현하는 방법을 배우는 기회를 주셨습니다,FIL-B  O O O O  FIL-B  O O REP-B  O O O O O O
선생님의 도움으로 저는 음악을 통해  어   제  내면의 감정과 이야기를 표현하는 법을 익힐 수 있었습니다,O O O O O  FIL-B  WR-B  O O O O O O O O
그 결과 노래를 통해 제 감정을 해방시키고 자유롭게 표현할 수 있는 능력을 갖게 되었습니다,O O O O O O O O O O O O O O
음  그 선생님은 또한 저에게 자신을 믿고 무엇이든  지도해보라는   어  용기를  주었습니다,FIL-B  O O O O O O O WR-B   FIL-B  O WR-B
어  어려운 환경에서도 노래를 통해 자신을 발전시키고 꿈을 키울 수 있는 가능성을 보여 주셨습니다,FIL-B  O O O O O O O O O O O O O
어   선생님의 지시와 격 선생님의 지지와 격려 덕분에 저는 자신을 믿고 노래하는 데 자신감을 갖게 되었고  어  더 나아가 음악을 통해 세상에 기여할 수 있는 방법을  어   찾아나갈  수 있었습니다,FIL-B  REP-B  O O O O O O O O O O O O O O  FIL-B  O O O O O O O O O  FIL-B  WR-B  O O
마지막으로 선생님께  제  진심으로 감사의  어  말씀을 전하고  있습니다,O O WR-B  O O  FIL-B  O O WR-B
그 분의  어  무한한 인내와 지도 덕분에 저는 어려운 환경에서도 노래를 통해 자신을  표현하는   어  발전시킬 수 있는  자   어  기회를 얻을수 있었습니다,O O  FIL-B  O O O O O O O O O O WR-B   FIL-B  O O O WR-B   FIL-B  O O O
선생님의 가르침은 제 삶의 중요한 지표가 되었으며  음악을 통해 얻은 경험과 감사의 마음은 영원히 지속될 것입니다,O O O O O O O O O O O O O O O O
존경하는 정 존경하는  청중 여러분 이 자리를 빌어 그 선생님께 감사의 말씀을 전하고자 합니다,REP-B  O O O O O O O O O O O O O
요즈음은  교권의 실추로 인하여  어  여러 가지  어  사회적인 이슈가 많은 시기입니다,WR-B  O O O  FIL-B  O O  FIL-B  O O O O
하지만  음      어린시절 환경적인 이유로 미래의 꿈을 포기 하려고  했 했던  시절에 꿈과 희망을 주시고 지속적인 지도로  오늘날의 어 오늘날의  나를      어  도와 주신 선생님의 은혜를 잊을 수 없습니다,O  FIL-B  WR-B  O O O O O O O REP-B  O O O O O O O REP-B  O O O WR-B   FIL-B  O O O O O O O
그 선생님의 지지와 가르침 덕분에 저는 어려운 가정 환경에서도 노래를 통해 자신을 표현하고  어  성장할 수 있는 기회를 얻을 수 있었습니다,O O O O O O O O O O O O O  FIL-B  O O O O O O O
이러한 경험을 통해 제가 이러한 경험을 통해 제가  얻은  자신의 모험적인 모험과  보람과 가치를 다시 한 번 나누고자 합니다,REP-B  O O O O O O O O WR-B  WR-B  O O O O O O O O
최근 사회적 이슈가 학교내 교권의 실추로 인한 선생님들의 여러 어려움과 심지어 죽음까지 이르게 되는 문제와 학폭으로 인해 가해자나 피해자가 모두 평생을 후회와 아쉬움으로 살아가는 여러 문제를 언론을 통해 볼 수 있습니다,O O O O O O O O O O O WR-B  O O O O O O WR-B  WR-B  O O O O O O O O O O O
저 또한 유년시절 학교 친구와 여러차례 갈등 시간이 있었으나 그때마다 우리의 입장에서 서로 이해할 수 있도록 애쓰신 선생님이 기억납니다,O O O O O O WR-B  O O O WR-B  O WR-B  O O O O O O
저는 유년 시절 제 친한 친구와 서로 응에 갈등을 중재해 주신 선생님들에게 대한 이야기를 나누고자 합니다,O O O O O WR-B  WR-B  WR-B  O O O WR-B  O O O O
그 분은 저에게 갈등을 해결하는 중요성과 상대방을 이해하는 능력을 가르쳐 주셨으며 이를 통해 제 인생에 큰 영향을 끼친 분입니다,O O O O O O O O O O O O O O O O O O O
이 모든 경험을 통해 얻은 교훈과 감사의 마음을 공유하고자 합니다,O O O O O O O O O O
유년 시절 제 친한 친구와의 갈등은 가끔씩 불가피하게 발생했습니다,O O O O O O O O O
그럴 때마다 선생님은 제게 중재하며 상황을 조정하고 해결책을 찾는 방법을 가르쳐 주셨습니다,O O O O O O O O O O O O
그 선생님의 지혜로운 조언과 인내심 덕분에 저는 어려운 상황에서도 친구와의 관계를 유지하며 문제를 해결하는 방법을 배울 수 있었습니다,O O O O O O O O O O O O O O O O O O
그 선생님은 갈등 상황에서 상대방의 감정과 관점을 이해하도록 유조 유도해 주셨습니다,O O O O O O O O REP-B  O O
그 선생님의 가르침을 받으며 저는 상대방의 입장을 생각해보고 그들의 감정을 공감하는 법을 배울 수 있었습니다,O O O O O O O O O O O O O O O
이를 통해 저는 갈등 상황에서 더 나은 커뮤니케이션을 통해 문제를 해결할 수 있는 능력을 키울 수 있었습니다,O O O O WR-B  O O O O O O O O O O O O
또한 그 선생님은 제게 타협과 협력의 중요성을 가르쳐 주셨습니다,O O O O O O O O O
갈등 상황에서 양측에 서로의 요구와 의견을 이해하며 협의점을 찾는 것이 얼마나 중요한지를 알려 주셨습니다,O O WR-B  O O O O WR-B  O O O O O O
그분의 가르침 덕분에 저는 타협과 협력을 통해 양측이 모두 만족할 수 있는 해결책을 찾는 방법을 익힐 수 있었습니다,O O O O O O O O O O O O O O O O O O
그 선생님은 또한 저에게 자신의 감정을 관리하고 표현하는 법을 가르쳐 주셨습니다,O O O O O O O O O O O
갈등 상황에서도 감정을 통제하고 상대방에게 존중과 이해를 표현하는 방법을 배울 수 있었습니다,O O O O O O O O O O O O
그분의 지도 덕분에 저는 감정을 적절하게 표현하며 상대방과의 관계를 향상시킬 수 있는 방법을 알게 되었습니다,O O O O O O O O O O O O O O O
마지막으로 그 선생님께 진심으로 감사의 마음을 전하고 싶습니다,O O O O O WR-B  O O
그 분의 지혜로운 가르침과 지원 덕분에  유년 시절의 갈등을 해결하는 법을 배우고 상대방을 이해하며 존중하는 방법을 습득할 수 있었습니다,O O O O O O WR-B  O O O O O O O O O O O O O
그분의 도움으로 저는 친구와의 관계를 더욱 강화시키고 어려운 상황에서도 서로의 의견을 존중하며 해결책을 찾는 능력을 갖출 수 있었습니다,O O O O O O O O O O O O O O O O O O
시대의 변화속에서 우리의 삶의 현장이 변화하고 있습니다,O O O O O O O
특히 교육현장은 너무나 많은 변화속에서 격동의 시기를 보내고 있다고 생각 되어집니다,O O O O O O O O O O O
사제 지간이라는 말은 사라진지 오래되고 교우라는 단어도 찾아 볼수 없는 상황입니다,O O O O O O O O O O O
이러한 교육 환경에서 지난날 저희들을 사랑으로 지도하신 선생님이 더욱 많이 생각이 납니다,O O O O O O O O O O O O
그분의 가르침은 제 인생에서 큰 영향을 맞췄으며 그분의 도움으로 저는 갈등 상황을 해결하고 소중한 관계를 유지하는 방법을 배울 수 있었습니다,O O O WR-B  O O WR-B  O O O O O O O O O O O O O
이러한 경험은 제 삶을 더욱 풍유롭게 만들었고 그분의 가르침을 영원히 기약하며 더 나은 사람으로 성장하겠다는 다짐을 다시 한번 나누고자 합니다,O O O O O WR-B  O O O O WR-B  O O O O O O O O O
감사합니다,O
최근 사회적 이슈가 학교내 교권의 추실 실추로 인한 선생님들의 여러 어려움과 심지어 죽음에까지 이르게 되는 문제와 학폭으로 인해 가해자나 피해자 모두가 평생을 후회와 아쉬움으로 살아가는 여러 가지 문제로 언론을 통해 볼 수 있습니다,O O O O O REP-B  O O O O O O O O O O O O O O O O O O O O WR-B  WR-B  O O O O O
저 또한 유년시절 학교 친구와 여러차례 갈등의 시간이 있었으나 어 그때마다 우리들의 입장에서 서로를 이해할 수 있도록 애쓰신 선생님들이 기억납니다,O O O O O O O O O  FIL-B  O O O O O O O O WR-B  O
음 저는 유년 시절 제 친한 친구들의 갈등에 중재제해 중재제해 주신 선생님에 대해 이야기를 나누고자 합니다,FIL-B  O O O O O WR-B  WR-B  REP-B  WR-B  O O O WR-B  O O O
그 분은 저의 갈등을 해결하는데 중요 아 해결하는 중요성과 상대방을 이해하는 능력을 가르쳐 주셨으며 이를 통해 제 인생의 큰 영향을 끼친 분입니다,O O WR-B  O REP-B  O  FIL-B  O O O O O O O O O O WR-B  O O O O
음 이 모든 경험을 통해 얻은 교훈과 감사의 마음을 공유하고자 합니다,FIL-B  O O O O O O O O O O
허 유년 시절 제 친한 친구들과 갈등은 가끔씩 불가피하게 발생했습니다,FIL-B  O O O O WR-B  O O O O
그럴 때마다 선생님은 제게 중재하며 상황을 조정해고 해결에 해결책을 찾는 방법을 가르쳐 주셨습니다,O O O O O O WR-B  REP-B  O O O O O
그 선생님의 지혜로운 조언과 인내심 덕분에 저는 어려운 상황에서도 친구들과 관계를 유지하며 문제를 해결하는 방법을 배울 수 있었습니다,O O O O O O O O O WR-B  O O O O O O O O
허 그 선생님의 그 선생님은 갈등 상황에서 상대방의 감정과 관점을 이해하도록 유의해 주셨습니다,FIL-B  REP-B  O O O O O O O O O WR-B  O
그 선생님의 가르침을 받으며 저는 상대방의 입장을 생각해보고 어 그들의 감정을 공감하는 법을 배울 수 있었습니다,O O O O O O O O  FIL-B  O O O O O O O
이를 통해 저는 갈등에 갈등 상황에서도 더 나은 커뮤니케이션을 통해 문제를 해결할 수 있는 능력을 키울 수 있었습니다,O O O REP-B  O O O O O O O O O O O O O O
허 또한 그 선생님은 제게 타협과 협력의 중요성을 가르쳐 주셨습니다,FIL-B  O O O O O O O O O
갈등 상황에서 양측이 서로의 요구와 의견을 이해하며 합의점을 찾는 것이 얼마나 중요한지를 알려 주셨습니다,O O O O O O O O O O O O O O
그분의 가르침 덕분에 저는 타협과 협력을 통해 양측이 모두 해결 할 수 있는 해결책을 찾는 방법을 익힐 수 있었습니다,O O O O O O O O O WR-B  O O O O O O O O O
그 선생님은 또한 저에게 자신의 감정을 관리하는 표현하는 방법을 가르쳐 주셨습니다,O O O O O O WR-B  O WR-B  O O
갈등 상황에서도 감정을 통제하고 상대방 상대방에게 존중과 이해를 표현하는 방법을 배울 수 있 배울 수 있었습니다,O O O O REP-B  O O O O O REP-B  O O O O O
허 그분의 지도 덕분에 저는 감정을 적절하게 표현하며 상대방의 관계를 향상시킬 수 있는 방법을 알게 되었습니다,FIL-B  O O O O O O O WR-B  O O O O O O O
"마지막으로, 그 선생님께 진심으로 감사의 말씀을 전하고 싶습니다",O O O O O O O O
"그분 그분의 지혜로운 가르침과 지원 덕분에 저는 인현실의 갈등을 해결하는 방법 해결하는 법을 배우고, 상대방을 이해하며 존중하는 방법을 습득할 수 있었습니다",REP-B  O O O O O O WR-B  REP-B  O O O O O O O O O O O O
"허 그분의 도움으로 저는 친구와의 관계를 더욱 강화시키고, 어려운 상황에서 서로의 의견을 존중하며 해결책을 찾는 능력을 갖출 수 있었습니다",FIL-B  O O O O O O O O WR-B  O O O O O O O O O
시대의 변화속 시대의 변화속에서 우리의 삶의 현장이 변하고 있습니다,REP-B  O O O O O O WR-B  O
특별한 교훈 교육 현장은 너무나 많은 변화속에서 격동의 시기를 보내고 있다고 생각 되어집니다,WR-B  REP-B  O O O O O O O O O O O
사제 지간이라는 말은 사라진지 오래되고 교우관 어 교우라는 단어도 찾아 볼수 없는 상황입니다,O O O O O REP-B   FIL-B  O O O O O O
이러한 교육 환경에서 지난날 저희들을 사랑으로 지도하신 선생님이 더욱 많이 생각이 납니다,O O O O O O O O O O O O
"그분의 가르침은 제 인생에 큰 영향을 미쳤으며, 그분의 도움은 도움으로 저는 갈등 상황을 해결하고 허 소중한 관계를 유지하는 방법을 배울 수 있었습니다",O O O O O O O O REP-B  O O O O O  FIL-B  O O O O O O O
"이러한 경험은 제 삶을 더욱 풍요롭게 만들었고, 그분의 가르침을 영원히 기억하며 더 나은 사람으로 성장하겠다는 다짐을 다시 한번 나누고자 합니다",O O O O O O O O O O O O O O O O O O O O
감사합니다,O
최근 사회적 이슈가 학교내 교권의 실추로 인한 선생님들의 여러 어려움과 심지어 죽음에까지 이르게 되는 문제와 학폭으로 인해 가해자나 피해자 모두가 평생을 후회와 아쉬움으로 살아가는  여러가지  문제를 언론을 통해 볼 수 있습니다,O O O O O O O O O O O O O O O O O O O O O O O O WR-B  O O O O O O
저 또한 유년시절 학교 친구와 여러차례 갈등의 시간이 있었으나 그때마다 우리들의 입장에서 서로를 이해할 수 있도록 애쓰신 선생님이  기억이  납니다,O O O O O O O O O O O O O O O O O O WR-B  O
저는 유년  시절에  제    친구와의 갈등을 중재해 주신 선생님에 대한 이야기를  나눠보고자  합니다,O O WR-B  O WR-B  O O O O O O O WR-B  O
"그 분은 저에게 갈등을  해결해야 해결하는  중요성과 상대방을 이해하는 능력을 가르쳐 주셨으며, 이를 통해 제 인생에 큰 영향을 끼친 분입니다",O O O O REP-B  O O O O O O O O O O O O O O O
이 모든 경험을  동내해  얻은 교훈과 감사의 마음을 공유하고자 합니다,O O O WR-B  O O O O O O
유년 시 유년 시절  제 친한 친구와의 갈등은  한번  가끔씩 불가피하게 발생했습니다,REP-B  O O O O O O O WR-B  O O O
그럴 때마다 선생님은 제게 중재하며 상황을 조정하고 해결책을 찾는 방법을 가르쳐 주셨습니다,O O O O O O O O O O O O
그 선생님의 지혜로운 조언과 인내심 덕분에 저는 어려운 상황에서도 친구와의 관계를 유지하며 문제를 해결하는 방법을 배울 수 있었습니다,O O O O O O O O O O O O O O O O O O
그 선생님은 갈등 상황에서 상대방의 감정과 관점을 이해하도록 유도해 주셨습니다,O O O O O O O O O O
그 선생님의 가르침을  가 받으며  저는 상대방의 입장을 생각해보고 그들의 감정을 공감하는  방법을  배울 수 있었습니다,O O O REP-B  O O O O O O O O WR-B  O O O
이를 통해 저는 갈등 상황에서도 더 나은 커뮤니케이션을 통해 문제를 해결할 수 있는 능력을 키울 수 있었습니다,O O O O O O O O O O O O O O O O O
또한 그 선생님은 제게 타협과 협력의 중요성을 가르쳐 주셨습니다,O O O O O O O O O
갈등 상황에서  양측에   서로 요구와 서로의 요구와  의견을 이해하며 합의점을 찾는 것이 얼마나 중요한지를 알려 주셨습니다,O O WR-B  REP-B  O O O O O O O O O O O O
그분의 가르침 덕분에 저는 타협과 협력을 통해 양측이 모두 만족할 수 있는 해결책을 찾는 방법을 익힐 수 있었습니다,O O O O O O O O O O O O O O O O O O
그 선생님은 또한 저에게 자신의 감정을 관리하고 표현하는 법을 가르쳐 주셨습니다,O O O O O O O O O O O
갈등 상황에서도 감정을 통제하고 상대방에게 존중과 이해를 표현하는 방법을 배울 수 있었습니다,O O O O O O O O O O O O
그분의 지도 덕분에 저는 감정을 적절하게 표현하며 상대방과의 관계를 향상시킬 수 있는 방법을 알게 되었습니다,O O O O O O O O O O O O O O O
"마지막으로, 그 선생님께 진심으로 감사의 말씀을 전하고 싶습니다",O O O O O O O O
그 분의 지혜로운 가르침과 지원 덕분에 저는 유년 시절의 갈등을  해결하고 법을 배우 해결하는 법을 배우고  상대방을 이해하며 존중하는 방법을 습득할 수 있었습니다,O O O O O O O O O O REP-B  O O O O O O O O O O O O
그분의 도움으로 저는 친구와의 관계를 더욱 강화시키고 어려운 상황에서도 서로의 의견을 존중하며 해결책을 찾는 능력을  찾을  수 있었습니다,O O O O O O O O O O O O O O O WR-B  O O
